Interval,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
