$onempty
Set
	Month_Jan(interval)	hours	/1*2976/
	Month_Feb(interval)	hours	/2977*5664/
	Month_Mar(interval)	hours	/5665*8640/
	Month_Apr(interval)	hours	/8641*11520/
	Month_May(interval)	hours	/11521*14496/
	Month_Jun(interval)	hours	/14497*17376/
	Month_Jul(interval)	hours	/17377*20352/
	Month_Aug(interval)	hours	/20353*23328/
	Month_Sep(interval)	hours	/23329*26208/
	Month_Oct(interval)	hours	/26209*29184/
	Month_Nov(interval)	hours	/29185*32064/
	Month_Dec(interval)	hours	/32065*35037/

	Jan_1(interval)	hours	/1*2976/
	Feb_1(interval)	hours	/2977*5664/
	Mar_1(interval)	hours	/5665*8640/
	Apr_1(interval)	hours	/8641*11520/
	May_1(interval)	hours	/11521*14496/
	Jun_1(interval)	hours	/14497*17376/
	Jul_1(interval)	hours	/17377*20352/
	Aug_1(interval)	hours	/20353*23328/
	Sep_1(interval)	hours	/23329*26208/
	Oct_1(interval)	hours	/26209*29184/
	Nov_1(interval)	hours	/29185*32064/
	Dec_1(interval)	hours	/32065*35037/
parameter	elec_purchase_price(interval)	/
1	44.15	
2	44.15	
3	44.15	
4	44.15	
5	44.15	
6	44.15	
7	44.15	
8	44.15	
9	44.15	
10	44.15	
11	44.15	
12	44.15	
13	44.15	
14	44.15	
15	44.15	
16	44.15	
17	44.15	
18	44.15	
19	44.15	
20	44.15	
21	44.15	
22	44.15	
23	44.15	
24	44.15	
25	44.15	
26	44.15	
27	44.15	
28	44.15	
29	44.15	
30	44.15	
31	44.15	
32	44.15	
33	44.15	
34	44.15	
35	44.15	
36	44.15	
37	44.15	
38	44.15	
39	44.15	
40	44.15	
41	44.15	
42	44.15	
43	44.15	
44	44.15	
45	44.15	
46	44.15	
47	44.15	
48	44.15	
49	44.15	
50	44.15	
51	44.15	
52	44.15	
53	44.15	
54	44.15	
55	44.15	
56	44.15	
57	44.15	
58	44.15	
59	44.15	
60	44.15	
61	44.15	
62	44.15	
63	44.15	
64	44.15	
65	44.15	
66	44.15	
67	44.15	
68	44.15	
69	44.15	
70	44.15	
71	44.15	
72	44.15	
73	44.15	
74	44.15	
75	44.15	
76	44.15	
77	44.15	
78	44.15	
79	44.15	
80	44.15	
81	44.15	
82	44.15	
83	44.15	
84	44.15	
85	44.15	
86	44.15	
87	44.15	
88	44.15	
89	44.15	
90	44.15	
91	44.15	
92	44.15	
93	44.15	
94	44.15	
95	44.15	
96	44.15	
97	44.15	
98	44.15	
99	44.15	
100	44.15	
101	44.15	
102	44.15	
103	44.15	
104	44.15	
105	44.15	
106	44.15	
107	44.15	
108	44.15	
109	44.15	
110	44.15	
111	44.15	
112	44.15	
113	44.15	
114	44.15	
115	44.15	
116	44.15	
117	44.15	
118	44.15	
119	44.15	
120	44.15	
121	44.15	
122	44.15	
123	44.15	
124	44.15	
125	44.15	
126	44.15	
127	44.15	
128	44.15	
129	44.15	
130	44.15	
131	44.15	
132	44.15	
133	44.15	
134	44.15	
135	44.15	
136	44.15	
137	44.15	
138	44.15	
139	44.15	
140	44.15	
141	44.15	
142	44.15	
143	44.15	
144	44.15	
145	44.15	
146	44.15	
147	44.15	
148	44.15	
149	44.15	
150	44.15	
151	44.15	
152	44.15	
153	44.15	
154	44.15	
155	44.15	
156	44.15	
157	44.15	
158	44.15	
159	44.15	
160	44.15	
161	44.15	
162	44.15	
163	44.15	
164	44.15	
165	44.15	
166	44.15	
167	44.15	
168	44.15	
169	44.15	
170	44.15	
171	44.15	
172	44.15	
173	44.15	
174	44.15	
175	44.15	
176	44.15	
177	44.15	
178	44.15	
179	44.15	
180	44.15	
181	44.15	
182	44.15	
183	44.15	
184	44.15	
185	44.15	
186	44.15	
187	44.15	
188	44.15	
189	44.15	
190	44.15	
191	44.15	
192	44.15	
193	44.15	
194	44.15	
195	44.15	
196	44.15	
197	44.15	
198	44.15	
199	44.15	
200	44.15	
201	44.15	
202	44.15	
203	44.15	
204	44.15	
205	44.15	
206	44.15	
207	44.15	
208	44.15	
209	44.15	
210	44.15	
211	44.15	
212	44.15	
213	44.15	
214	44.15	
215	44.15	
216	44.15	
217	44.15	
218	44.15	
219	44.15	
220	44.15	
221	44.15	
222	44.15	
223	44.15	
224	44.15	
225	44.15	
226	44.15	
227	44.15	
228	44.15	
229	44.15	
230	44.15	
231	44.15	
232	44.15	
233	44.15	
234	44.15	
235	44.15	
236	44.15	
237	44.15	
238	44.15	
239	44.15	
240	44.15	
241	44.15	
242	44.15	
243	44.15	
244	44.15	
245	44.15	
246	44.15	
247	44.15	
248	44.15	
249	44.15	
250	44.15	
251	44.15	
252	44.15	
253	44.15	
254	44.15	
255	44.15	
256	44.15	
257	44.15	
258	44.15	
259	44.15	
260	44.15	
261	44.15	
262	44.15	
263	44.15	
264	44.15	
265	44.15	
266	44.15	
267	44.15	
268	44.15	
269	44.15	
270	44.15	
271	44.15	
272	44.15	
273	44.15	
274	44.15	
275	44.15	
276	44.15	
277	44.15	
278	44.15	
279	44.15	
280	44.15	
281	44.15	
282	44.15	
283	44.15	
284	44.15	
285	44.15	
286	44.15	
287	44.15	
288	44.15	
289	44.15	
290	44.15	
291	44.15	
292	44.15	
293	44.15	
294	44.15	
295	44.15	
296	44.15	
297	44.15	
298	44.15	
299	44.15	
300	44.15	
301	44.15	
302	44.15	
303	44.15	
304	44.15	
305	44.15	
306	44.15	
307	44.15	
308	44.15	
309	44.15	
310	44.15	
311	44.15	
312	44.15	
313	44.15	
314	44.15	
315	44.15	
316	44.15	
317	44.15	
318	44.15	
319	44.15	
320	44.15	
321	44.15	
322	44.15	
323	44.15	
324	44.15	
325	44.15	
326	44.15	
327	44.15	
328	44.15	
329	44.15	
330	44.15	
331	44.15	
332	44.15	
333	44.15	
334	44.15	
335	44.15	
336	44.15	
337	44.15	
338	44.15	
339	44.15	
340	44.15	
341	44.15	
342	44.15	
343	44.15	
344	44.15	
345	44.15	
346	44.15	
347	44.15	
348	44.15	
349	44.15	
350	44.15	
351	44.15	
352	44.15	
353	44.15	
354	44.15	
355	44.15	
356	44.15	
357	44.15	
358	44.15	
359	44.15	
360	44.15	
361	44.15	
362	44.15	
363	44.15	
364	44.15	
365	44.15	
366	44.15	
367	44.15	
368	44.15	
369	44.15	
370	44.15	
371	44.15	
372	44.15	
373	44.15	
374	44.15	
375	44.15	
376	44.15	
377	44.15	
378	44.15	
379	44.15	
380	44.15	
381	44.15	
382	44.15	
383	44.15	
384	44.15	
385	44.15	
386	44.15	
387	44.15	
388	44.15	
389	44.15	
390	44.15	
391	44.15	
392	44.15	
393	44.15	
394	44.15	
395	44.15	
396	44.15	
397	44.15	
398	44.15	
399	44.15	
400	44.15	
401	44.15	
402	44.15	
403	44.15	
404	44.15	
405	44.15	
406	44.15	
407	44.15	
408	44.15	
409	44.15	
410	44.15	
411	44.15	
412	44.15	
413	44.15	
414	44.15	
415	44.15	
416	44.15	
417	44.15	
418	44.15	
419	44.15	
420	44.15	
421	44.15	
422	44.15	
423	44.15	
424	44.15	
425	44.15	
426	44.15	
427	44.15	
428	44.15	
429	44.15	
430	44.15	
431	44.15	
432	44.15	
433	44.15	
434	44.15	
435	44.15	
436	44.15	
437	44.15	
438	44.15	
439	44.15	
440	44.15	
441	44.15	
442	44.15	
443	44.15	
444	44.15	
445	44.15	
446	44.15	
447	44.15	
448	44.15	
449	44.15	
450	44.15	
451	44.15	
452	44.15	
453	44.15	
454	44.15	
455	44.15	
456	44.15	
457	44.15	
458	44.15	
459	44.15	
460	44.15	
461	44.15	
462	44.15	
463	44.15	
464	44.15	
465	44.15	
466	44.15	
467	44.15	
468	44.15	
469	44.15	
470	44.15	
471	44.15	
472	44.15	
473	44.15	
474	44.15	
475	44.15	
476	44.15	
477	44.15	
478	44.15	
479	44.15	
480	44.15	
481	44.15	
482	44.15	
483	44.15	
484	44.15	
485	44.15	
486	44.15	
487	44.15	
