label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW),approved,start date,end date,supercedes,parent source,min monthly charge ($),annual minimum charge ($),minimum voltage,maximum voltage,phase wiring,demand window (min),demand attributes,additional energy comments,revisions
539f6a0aec4f024411ec8aa7,http://en.openei.org/apps/USURDB/rate/view/539f6a0aec4f024411ec8aa7,16610,Commercial & Industrial Demand; Single Phase (EL 10),City of Scribner; Nebraska (Utility Company),Commercial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,200,1.00E+99,0,1.00E+99,0,TRUE,1/1/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,Single Phase,No demand window given,No additional demand attributes given,"Time Period 1: Summer: June to September
Time Period 2: Winter: October to May","['05/28/2014 12:57:47', '05/28/2014 13:01:23', '06/12/2014 08:25:00', '06/12/2014 08:26:17', '03/26/2015 15:26:29']"
539f6a22ec4f024411ec8b8d,http://en.openei.org/apps/USURDB/rate/view/539f6a22ec4f024411ec8b8d,2911,Small Commercial -Rate SC;Single Phase,Canadian Valley Elec Coop; Inc,Commercial,Available to all commercial and general service consumers.,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1000,1.00E+99,0,1.00E+99,0,TRUE,2/11/2009,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,2000,Single Phase,No demand window given,No additional demand attributes given,The above charges are subject to Cost of Purchased Power adjustment + Oklahoma Corporation Commission Assessment,"['08/29/2012 10:02:37', '08/29/2012 10:03:40', '08/29/2012 10:08:44', '12/08/2012 01:19:21', '06/06/2014 10:28:34', '06/16/2014 10:28:36', '06/16/2014 10:29:33', '03/26/2015 15:26:28']"
539f6a23ec4f024411ec8b99,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8b99,1015,General Service Non-Demand,Austin Energy,Commercial,* Assumptions: All riders; fees & fuel adjustments are included in the rate  * Data was collected during Fall '08,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1000000000,1.00E+99,0,1.00E+99,0,FALSE,No start date given,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['10/19/2010 12:56:57', '01/13/2012 12:05:14', '01/13/2012 12:05:47', '12/07/2012 21:37:58', '05/02/2014 08:18:20', '03/26/2015 15:26:36', '04/29/2016 10:08:11', '05/21/2016 09:00:05']"
539f6a23ec4f024411ec8be5,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8be5,13758,Rate Schedule 8; Mountain Top Rates,Northern Lights; Inc (Washington),Commercial,Availability: Available to the members of Northern Lights; Inc. for general use; subject to its Member Service Policies.  Type of Service: Single phase or multi*phase; at available voltages. All installations requiring 100 KVA or more of transformer capacity and will be billed on Schedule #2 or #3.,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1250,1.00E+99,0,1.00E+99,0,TRUE,11/24/2013,No end date given,No supercedes item given,http://www.nli.coop/account-services/rates/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['04/01/2014 14:26:27', '04/01/2014 14:29:52', '07/15/2014 07:34:25', '03/26/2015 15:26:36']"
539f6a23ec4f024411ec8bef,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8bef,4914,Large Industrial Service (L.F. 80% - 82.49%),Village of Davenport; Nebraska (Utility Company),Industrial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0,TRUE,12/31/2012,No end date given,No supercedes item given,http://www.nppd.com/my-account/rates-2/,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/17/2013 15:13:48', '07/02/2014 04:11:14', '07/23/2014 04:08:59', '03/26/2015 15:26:36', '05/28/2015 01:56:35']"
539f6a23ec4f024411ec8c01,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8c01,13963,Cp-1 Small Power Service Transformer Ownership Discount,Oconomowoc Utilities,Industrial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,1000000000,1000000000,1,1000000000,1000000000,1.00E+99,0,200,50,TRUE,1/31/2014,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,"Energy Limiter: $0.1403 per kWh. Each month, the customer shall be billed the lesser of 1) the Energy Limiter, and 2) the amounts for the Energy Charge + the demand charge","['06/15/2012 14:58:31', '06/15/2012 14:58:50', '07/26/2012 10:04:22', '12/07/2012 23:14:11', '04/01/2013 15:00:30', '05/05/2014 21:53:58', '05/20/2014 10:24:12', '06/13/2014 14:41:32', '03/26/2015 15:26:53']"
539f6a24ec4f024411ec8c21,http://en.openei.org/apps/USURDB/rate/view/539fb7eeec4f024bc1dc114f,14401,Schedule E4G Medium Commercial Green Power Electric Service,City of Palo Alto; California (Utility Company),Commercial,No description,This Rate includes a $2.00 per 1000 kWh block charge.  The quantity purchased is determined by the customer in writing.,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1000000000,1.00E+99,0,1000,0,TRUE,9/10/2013,No end date given,No supercedes item given,http://www.cityofpaloalto.org/gov/depts/utl/default.asp,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,3-Phase,No demand window given,No additional demand attributes given,First 100kwh block is the green power.,"['03/05/2014 10:36:03', '03/05/2014 10:39:48', '03/05/2014 10:40:15', '03/31/2014 13:13:12', '06/05/2014 08:17:21', '06/05/2014 08:19:35', '03/26/2015 15:26:31']"
539f6a33ec4f024411ec8c41,http://en.openei.org/apps/USURDB/rate/view/539f6a33ec4f024411ec8c41,7787,Commercial (General): Single phase,Gunnison County Elec Assn.,Commercial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0,FALSE,1/30/2014,No end date given,No supercedes item given,http://www.gcea.coop/content/rates,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/13/2014 12:49:02', '05/13/2014 12:50:19', '06/20/2014 06:13:16', '03/26/2015 15:26:54', '10/19/2015 04:32:20']"
539f6a34ec4f024411ec8cb5,http://en.openei.org/apps/USURDB/rate/view/539fb795ec4f024bc1dc0d3f,3384,Industrial & Charity Demand (Rate 162),City of Charlevoix; Michigan (Utility Company),Industrial,*Power Cost Adjustment rate changes 2 times per year: April and October,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0,TRUE,4/1/2012,No end date given,No supercedes item given,http://www.cityofcharlevoix.org/city-departments/electric-department.html,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['05/13/2014 14:19:34', '05/13/2014 14:21:44', '05/21/2014 09:47:13', '06/19/2014 07:14:00', '03/26/2015 15:26:24']"
539f6a34ec4f024411ec8cd5,http://en.openei.org/apps/USURDB/rate/view/539f6a34ec4f024411ec8cd5,2144,SMALL GENERAL SERVICE,Town of Braintree; Massachusetts (Utility Company),Commercial,Additional Info: *Applicable to:Any customer having a demand of less than 75 kW for all purposes not specifically provided for in other schedules.  *Minimum bill: $9.00 per month  *Rates:   Energy Charge: $0.08000/kWh   Transmission Charge: $0.00550/kWh   Distribution Charge: $0.04800/kWh *Plus Power Cost Adjustment (PCA) beginning April; 2012: $0.015 per kWh,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0,TRUE,4/1/2012,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/14/2012 11:38:38', '06/14/2012 11:45:24', '06/26/2012 11:43:26', '06/26/2012 11:52:07', '11/16/2012 16:56:57', '12/07/2012 21:44:04', '03/26/2015 15:26:24']"
