label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW)
539f6a0aec4f024411ec8aa7,http://en.openei.org/apps/USURDB/rate/view/539f6a0aec4f024411ec8aa7,16610,Commercial & Industrial Demand; Single Phase (EL 10),City of Scribner; Nebraska (Utility Company),Commercial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,200,1.00E+99,0,1.00E+99,0
539f6a22ec4f024411ec8b8d,http://en.openei.org/apps/USURDB/rate/view/539f6a22ec4f024411ec8b8d,2911,Small Commercial -Rate SC;Single Phase,Canadian Valley Elec Coop; Inc,Commercial,Available to all commercial and general service consumers.,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1000,1.00E+99,0,1.00E+99,0
539f6a23ec4f024411ec8b99,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8b99,1015,General Service Non-Demand,Austin Energy,Commercial,- Assumptions: All riders; fees & fuel adjustments are included in the rate  - Data was collected during Fall '08,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1000000000,1.00E+99,0,1.00E+99,0
539f6a23ec4f024411ec8be5,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8be5,13758,Rate Schedule 8; Mountain Top Rates,Northern Lights; Inc (Washington),Commercial,Availability: Available to the members of Northern Lights; Inc. for general use; subject to its Member Service Policies.  Type of Service: Single phase or multi-phase; at available voltages. All installations requiring 100 KVA or more of transformer capacity and will be billed on Schedule #2 or #3.,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1250,1.00E+99,0,1.00E+99,0
539f6a23ec4f024411ec8bef,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8bef,4914,Large Industrial Service (L.F. 80% - 82.49%),Village of Davenport; Nebraska (Utility Company),Industrial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0
539f6a23ec4f024411ec8c01,http://en.openei.org/apps/USURDB/rate/view/539f6a23ec4f024411ec8c01,13963,Cp-1 Small Power Service Transformer Ownership Discount,Oconomowoc Utilities,Industrial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,1000000000,1000000000,1,1000000000,1000000000,1.00E+99,0,200,50
539f6a24ec4f024411ec8c21,http://en.openei.org/apps/USURDB/rate/view/539fb7eeec4f024bc1dc114f,14401,Schedule E4G Medium Commercial Green Power Electric Service,City of Palo Alto; California (Utility Company),Commercial,No description,This Rate includes a $2.00 per 1000 kWh block charge.  The quantity purchased is determined by the customer in writing.,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1000000000,1.00E+99,0,1000,0
539f6a33ec4f024411ec8c41,http://en.openei.org/apps/USURDB/rate/view/539f6a33ec4f024411ec8c41,7787,Commercial (General): Single phase,Gunnison County Elec Assn.,Commercial,No description,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0
539f6a34ec4f024411ec8cb5,http://en.openei.org/apps/USURDB/rate/view/539fb795ec4f024bc1dc0d3f,3384,Industrial & Charity Demand (Rate 162),City of Charlevoix; Michigan (Utility Company),Industrial,*Power Cost Adjustment rate changes 2 times per year: April and October,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0
539f6a34ec4f024411ec8cd5,http://en.openei.org/apps/USURDB/rate/view/539f6a34ec4f024411ec8cd5,2144,SMALL GENERAL SERVICE,Town of Braintree; Massachusetts (Utility Company),Commercial,Additional Info: *Applicable to:Any customer having a demand of less than 75 kW for all purposes not specifically provided for in other schedules.  *Minimum bill: $9.00 per month  *Rates:   Energy Charge: $0.08000/kWh   Transmission Charge: $0.00550/kWh   Distribution Charge: $0.04800/kWh *Plus Power Cost Adjustment (PCA) beginning April; 2012: $0.015 per kWh,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0
539f6a34ec4f024411ec8cf1,http://en.openei.org/apps/USURDB/rate/view/539f6a34ec4f024411ec8cf1,11843,Maui - EV-C Commercial Electric Vehicle Charging Service Pilot - Demand,Maui Electric Co Ltd,Commercial,This Schedule is applicable only for commercial charging of batteries of on-road electric vehicles.,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,1000000000,1.00E+99,0,1.00E+99,0
539f6a45ec4f024411ec8d15,http://en.openei.org/apps/USURDB/rate/view/539f6a45ec4f024411ec8d15,13963,Cp-3 Industrial Power Time-of-Day Service Primary Metering and Transformer Ownership Discount,Oconomowoc Utilities,Industrial,No description,No comments,No voltage category given,12,1000000000,1000000000,2,1000000000,1000000000,2,1000000000,1000000000,1.00E+99,0,1.00E+99,1000
539f6a45ec4f024411ec8d1d,http://en.openei.org/apps/USURDB/rate/view/539f6a45ec4f024411ec8d1d,20826,General Service,Town of Winnsboro; South Carolina (Utility Company),Commercial,Non-residential with monthly demand under 125 kVa.,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,2,1000000000,800,1.00E+99,0,125,0
539f6a46ec4f024411ec8d97,http://en.openei.org/apps/USURDB/rate/view/539f6a46ec4f024411ec8d97,12298,Cp-4 Large Industrial Power Time-of-Day Service Primary Metering Discount,City of Menasha; Wisconsin (Utility Company),Industrial,No description,No comments,No voltage category given,12,1000000000,1000000000,2,1000000000,1000000000,2,1000000000,1000000000,1.00E+99,0,1.00E+99,5000
539f6a46ec4f024411ec8dbd,http://en.openei.org/apps/USURDB/rate/view/539f6a46ec4f024411ec8dbd,16057,Large Power-Primary Export,Rio Grande Electric Coop; Inc,Industrial,*Subject to Power Cost Adjustment.,No comments,No voltage category given,12,1000000000,1000000000,1,0,0,1,1000000000,1000000000,1.00E+99,0,1.00E+99,0
