Interval,H2_consumed(interval)
1,0.041666667
2,0.041666667
3,0.041666667
4,0.041666667
5,0.041666667
6,0.041666667
7,0.041666667
8,0.041666667
9,0.041666667
10,0.041666667
11,0.041666667
12,0.041666667
13,0.041666667
14,0.041666667
15,0.041666667
16,0.041666667
17,0.041666667
18,0.041666667
19,0.041666667
20,0.041666667
21,0.041666667
22,0.041666667
23,0.041666667
24,0.041666667
25,0.041666667
26,0.041666667
27,0.041666667
28,0.041666667
29,0.041666667
30,0.041666667
31,0.041666667
32,0.041666667
33,0.041666667
34,0.041666667
35,0.041666667
36,0.041666667
37,0.041666667
38,0.041666667
39,0.041666667
40,0.041666667
41,0.041666667
42,0.041666667
43,0.041666667
44,0.041666667
45,0.041666667
46,0.041666667
47,0.041666667
48,0.041666667
49,0.041666667
50,0.041666667
51,0.041666667
52,0.041666667
53,0.041666667
54,0.041666667
55,0.041666667
56,0.041666667
57,0.041666667
58,0.041666667
59,0.041666667
60,0.041666667
61,0.041666667
62,0.041666667
63,0.041666667
64,0.041666667
65,0.041666667
66,0.041666667
67,0.041666667
68,0.041666667
69,0.041666667
70,0.041666667
71,0.041666667
72,0.041666667
73,0.041666667
74,0.041666667
75,0.041666667
76,0.041666667
77,0.041666667
78,0.041666667
79,0.041666667
80,0.041666667
81,0.041666667
82,0.041666667
83,0.041666667
84,0.041666667
85,0.041666667
86,0.041666667
87,0.041666667
88,0.041666667
89,0.041666667
90,0.041666667
91,0.041666667
92,0.041666667
93,0.041666667
94,0.041666667
95,0.041666667
96,0.041666667
97,0.041666667
98,0.041666667
99,0.041666667
100,0.041666667
101,0.041666667
102,0.041666667
103,0.041666667
104,0.041666667
105,0.041666667
106,0.041666667
107,0.041666667
108,0.041666667
109,0.041666667
110,0.041666667
111,0.041666667
112,0.041666667
113,0.041666667
114,0.041666667
115,0.041666667
116,0.041666667
117,0.041666667
118,0.041666667
119,0.041666667
120,0.041666667
121,0.041666667
122,0.041666667
123,0.041666667
124,0.041666667
125,0.041666667
126,0.041666667
127,0.041666667
128,0.041666667
129,0.041666667
130,0.041666667
131,0.041666667
132,0.041666667
133,0.041666667
134,0.041666667
135,0.041666667
136,0.041666667
137,0.041666667
138,0.041666667
139,0.041666667
140,0.041666667
141,0.041666667
142,0.041666667
143,0.041666667
144,0.041666667
145,0.041666667
146,0.041666667
147,0.041666667
148,0.041666667
149,0.041666667
150,0.041666667
151,0.041666667
152,0.041666667
153,0.041666667
154,0.041666667
155,0.041666667
